gene_id	gene_name	description	biotype	9999	logCPM	LR	PValue	0
ENSG00000113593	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28954]	protein_coding	9999	 5.208143	3.204e+00	 7.347e-02	0
ENSG00000217555	CKLF	chemokine-like factor [Source:HGNC Symbol;Acc:HGNC:13253]	protein_coding	9999	 1.485907	3.204e+00	 7.348e-02	0
ENSG00000147044	CASK	calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:HGNC:1497]	protein_coding	9999	 5.674510	3.203e+00	 7.350e-02	0
ENSG00000139239	RPL14P1	ribosomal protein L14 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31384]	processed_pseudogene	-9999	 1.294615	3.188e+00	 7.416e-02	0
ENSG00000137154	RPS6	ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:10429]	protein_coding	-9999	 9.824068	3.187e+00	 7.422e-02	0
ENSG00000153046	CDYL	chromodomain protein, Y-like [Source:HGNC Symbol;Acc:HGNC:1811]	protein_coding	-9999	 5.078511	3.186e+00	 7.429e-02	0
ENSG00000279348	RP11-566E18.1		TEC	-9999	 1.857202	3.185e+00	 7.432e-02	0
ENSG00000111145	ELK3	ELK3, ETS-domain protein (SRF accessory protein 2) [Source:HGNC Symbol;Acc:HGNC:3325]	protein_coding	9999	 5.923770	3.185e+00	 7.432e-02	0
ENSG00000139211	AMIGO2	adhesion molecule with Ig-like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]	protein_coding	9999	 4.721164	3.185e+00	 7.434e-02	0
ENSG00000144381	HSPD1	heat shock 60kDa protein 1 (chaperonin) [Source:HGNC Symbol;Acc:HGNC:5261]	protein_coding	-9999	 7.321044	3.178e+00	 7.465e-02	0
ENSG00000070367	EXOC5	exocyst complex component 5 [Source:HGNC Symbol;Acc:HGNC:10696]	protein_coding	9999	 6.246650	3.174e+00	 7.481e-02	0
ENSG00000154978	VOPP1	vesicular, overexpressed in cancer, prosurvival protein 1 [Source:HGNC Symbol;Acc:HGNC:34518]	protein_coding	-9999	 5.089440	3.174e+00	 7.482e-02	0
ENSG00000154589	LY96	lymphocyte antigen 96 [Source:HGNC Symbol;Acc:HGNC:17156]	protein_coding	-9999	 2.682769	3.173e+00	 7.485e-02	0
ENSG00000053501	USE1	unconventional SNARE in the ER 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:30882]	protein_coding	-9999	 4.011779	3.172e+00	 7.489e-02	0
ENSG00000142544	CTU1	cytosolic thiouridylase subunit 1 [Source:HGNC Symbol;Acc:HGNC:29590]	protein_coding	-9999	 3.344472	3.171e+00	 7.497e-02	0
ENSG00000149503	INCENP	inner centromere protein antigens 135/155kDa [Source:HGNC Symbol;Acc:HGNC:6058]	protein_coding	-9999	 3.753984	3.171e+00	 7.498e-02	0
ENSG00000278535	DHRS11	dehydrogenase/reductase (SDR family) member 11 [Source:HGNC Symbol;Acc:HGNC:28639]	protein_coding	9999	 2.334574	3.168e+00	 7.508e-02	0
ENSG00000148450	MSRB2	methionine sulfoxide reductase B2 [Source:HGNC Symbol;Acc:HGNC:17061]	protein_coding	-9999	 4.032850	3.165e+00	 7.522e-02	0
ENSG00000105402	NAPA	N-ethylmaleimide-sensitive factor attachment protein, alpha [Source:HGNC Symbol;Acc:HGNC:7641]	protein_coding	9999	 6.215113	3.165e+00	 7.524e-02	0
ENSG00000112306	RPS12	ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10385]	protein_coding	-9999	 8.940923	3.164e+00	 7.528e-02	0
ENSG00000100749	VRK1	vaccinia related kinase 1 [Source:HGNC Symbol;Acc:HGNC:12718]	protein_coding	9999	 2.556814	3.161e+00	 7.544e-02	0
ENSG00000179387	ELMOD2	ELMO/CED-12 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28111]	protein_coding	9999	 4.926448	3.156e+00	 7.564e-02	0
ENSG00000184014	DENND5A	DENN/MADD domain containing 5A [Source:HGNC Symbol;Acc:HGNC:19344]	protein_coding	-9999	 7.203197	3.153e+00	 7.580e-02	0
ENSG00000088325	TPX2	TPX2, microtubule-associated [Source:HGNC Symbol;Acc:HGNC:1249]	protein_coding	-9999	 3.887800	3.147e+00	 7.609e-02	0
ENSG00000101391	CDK5RAP1	CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880]	protein_coding	9999	 4.104731	3.146e+00	 7.612e-02	0
ENSG00000147687	TATDN1	TatD DNase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24220]	protein_coding	9999	 3.902148	3.145e+00	 7.617e-02	0
ENSG00000127415	IDUA	iduronidase, alpha-L- [Source:HGNC Symbol;Acc:HGNC:5391]	protein_coding	-9999	 5.250573	3.144e+00	 7.618e-02	0
ENSG00000153956	CACNA2D1	calcium channel, voltage-dependent, alpha 2/delta subunit 1 [Source:HGNC Symbol;Acc:HGNC:1399]	protein_coding	9999	 6.331472	3.144e+00	 7.620e-02	0
ENSG00000276023	DUSP14	dual specificity phosphatase 14 [Source:HGNC Symbol;Acc:HGNC:17007]	protein_coding	-9999	 5.253988	3.144e+00	 7.621e-02	0
ENSG00000119655	NPC2	Niemann-Pick disease, type C2 [Source:HGNC Symbol;Acc:HGNC:14537]	protein_coding	-9999	 7.338619	3.144e+00	 7.622e-02	0
ENSG00000221914	PPP2R2A	protein phosphatase 2, regulatory subunit B, alpha [Source:HGNC Symbol;Acc:HGNC:9304]	protein_coding	9999	 5.203874	3.140e+00	 7.640e-02	0
ENSG00000127528	KLF2	Kruppel-like factor 2 [Source:HGNC Symbol;Acc:HGNC:6347]	protein_coding	9999	 5.358445	3.134e+00	 7.667e-02	0
ENSG00000010072	SPRTN	SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]	protein_coding	9999	 3.519454	3.133e+00	 7.671e-02	0
ENSG00000189369	GSPT2	G1 to S phase transition 2 [Source:HGNC Symbol;Acc:HGNC:4622]	protein_coding	9999	 3.434721	3.133e+00	 7.673e-02	0
ENSG00000129968	ABHD17A	abhydrolase domain containing 17A [Source:HGNC Symbol;Acc:HGNC:28756]	protein_coding	9999	 6.727316	3.132e+00	 7.678e-02	0
ENSG00000163947	ARHGEF3	Rho guanine nucleotide exchange factor (GEF) 3 [Source:HGNC Symbol;Acc:HGNC:683]	protein_coding	9999	 4.886724	3.131e+00	 7.682e-02	0
ENSG00000172239	PAIP1	poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16945]	protein_coding	-9999	 5.832959	3.129e+00	 7.689e-02	0
ENSG00000210117	MT-TW	mitochondrially encoded tRNA tryptophan [Source:HGNC Symbol;Acc:HGNC:7501]	Mt_tRNA	9999	-2.705594	3.129e+00	 7.689e-02	0
ENSG00000141012	GALNS	galactosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4122]	protein_coding	9999	 5.102477	3.125e+00	 7.711e-02	0
ENSG00000180992	MRPL14	mitochondrial ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:14279]	protein_coding	-9999	 4.229166	3.120e+00	 7.734e-02	0
ENSG00000184640	SEPT9	septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]	protein_coding	-9999	 8.676833	3.119e+00	 7.740e-02	0
ENSG00000182872	RBM10	RNA binding motif protein 10 [Source:HGNC Symbol;Acc:HGNC:9896]	protein_coding	-9999	 5.794495	3.115e+00	 7.757e-02	0
ENSG00000196700	ZNF512B	zinc finger protein 512B [Source:HGNC Symbol;Acc:HGNC:29212]	protein_coding	-9999	 6.106399	3.114e+00	 7.761e-02	0
ENSG00000066136	NFYC	nuclear transcription factor Y, gamma [Source:HGNC Symbol;Acc:HGNC:7806]	protein_coding	-9999	 4.467208	3.114e+00	 7.762e-02	0
ENSG00000123358	NR4A1	nuclear receptor subfamily 4, group A, member 1 [Source:HGNC Symbol;Acc:HGNC:7980]	protein_coding	9999	 3.207071	3.111e+00	 7.779e-02	0
ENSG00000158850	B4GALT3	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3 [Source:HGNC Symbol;Acc:HGNC:926]	protein_coding	9999	 4.621921	3.109e+00	 7.785e-02	0
ENSG00000269001	ZNF818P	zinc finger protein 818, pseudogene [Source:HGNC Symbol;Acc:HGNC:33265]	processed_pseudogene	9999	 0.265097	3.108e+00	 7.790e-02	0
ENSG00000137522	RNF121	ring finger protein 121 [Source:HGNC Symbol;Acc:HGNC:21070]	protein_coding	9999	 4.430998	3.108e+00	 7.792e-02	0
ENSG00000112996	MRPS30	mitochondrial ribosomal protein S30 [Source:HGNC Symbol;Acc:HGNC:8769]	protein_coding	-9999	 4.693545	3.107e+00	 7.795e-02	0
ENSG00000169359	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:95]	protein_coding	-9999	 5.453815	3.104e+00	 7.809e-02	0
ENSG00000237899	RP4-739H11.3		lincRNA	9999	-0.910224	3.099e+00	 7.832e-02	0
ENSG00000099860	GADD45B	growth arrest and DNA-damage-inducible, beta [Source:HGNC Symbol;Acc:HGNC:4096]	protein_coding	-9999	 6.146011	3.099e+00	 7.836e-02	0
ENSG00000254986	DPP3	dipeptidyl-peptidase 3 [Source:HGNC Symbol;Acc:HGNC:3008]	protein_coding	9999	 5.419432	3.096e+00	 7.850e-02	0
ENSG00000005889	ZFX	zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]	protein_coding	9999	 5.923177	3.095e+00	 7.852e-02	0
ENSG00000178999	AURKB	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]	protein_coding	9999	 1.389923	3.092e+00	 7.868e-02	0
ENSG00000259065	RP5-1021I20.1		antisense	9999	 0.473794	3.089e+00	 7.883e-02	0
ENSG00000125995	ROMO1	reactive oxygen species modulator 1 [Source:HGNC Symbol;Acc:HGNC:16185]	protein_coding	-9999	 5.210071	3.084e+00	 7.905e-02	0
ENSG00000168724	DNAJC21	DnaJ (Hsp40) homolog, subfamily C, member 21 [Source:HGNC Symbol;Acc:HGNC:27030]	protein_coding	9999	 5.652833	3.082e+00	 7.916e-02	0
ENSG00000148396	SEC16A	SEC16 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:29006]	protein_coding	9999	 7.500647	3.082e+00	 7.917e-02	0
ENSG00000174953	DHX36	DEAH (Asp-Glu-Ala-His) box polypeptide 36 [Source:HGNC Symbol;Acc:HGNC:14410]	protein_coding	9999	 6.005775	3.080e+00	 7.924e-02	0
ENSG00000134324	LPIN1	lipin 1 [Source:HGNC Symbol;Acc:HGNC:13345]	protein_coding	9999	 7.267503	3.076e+00	 7.947e-02	0
ENSG00000143801	PSEN2	presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509]	protein_coding	9999	 3.297674	3.069e+00	 7.981e-02	0
ENSG00000232388	LINC00493	long intergenic non-protein coding RNA 493 [Source:HGNC Symbol;Acc:HGNC:43430]	protein_coding	-9999	 3.551408	3.064e+00	 8.005e-02	0
ENSG00000115839	RAB3GAP1	RAB3 GTPase activating protein subunit 1 (catalytic) [Source:HGNC Symbol;Acc:HGNC:17063]	protein_coding	9999	 6.500506	3.062e+00	 8.014e-02	0
ENSG00000168005	C11orf84	chromosome 11 open reading frame 84 [Source:HGNC Symbol;Acc:HGNC:25115]	protein_coding	9999	 4.808454	3.061e+00	 8.018e-02	0
ENSG00000137449	CPEB2	cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745]	protein_coding	-9999	 4.494887	3.058e+00	 8.033e-02	0
ENSG00000201746	RNU6-828P	RNA, U6 small nuclear 828, pseudogene [Source:HGNC Symbol;Acc:HGNC:47791]	snRNA	9999	-2.087868	3.057e+00	 8.041e-02	0
ENSG00000107902	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase [Source:HGNC Symbol;Acc:HGNC:30042]	protein_coding	9999	 4.056014	3.055e+00	 8.051e-02	0
ENSG00000250474	WBP1LP2	WW domain binding protein 1-like pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43949]	processed_pseudogene	9999	-0.771569	3.053e+00	 8.057e-02	0
ENSG00000140543	DET1	de-etiolated homolog 1 (Arabidopsis) [Source:HGNC Symbol;Acc:HGNC:25477]	protein_coding	9999	 3.035443	3.038e+00	 8.131e-02	0
ENSG00000170525	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]	protein_coding	-9999	 5.209726	3.032e+00	 8.164e-02	0
ENSG00000206053	HN1L	hematological and neurological expressed 1-like [Source:HGNC Symbol;Acc:HGNC:14137]	protein_coding	-9999	 5.463984	3.032e+00	 8.165e-02	0
ENSG00000101134	DOK5	docking protein 5 [Source:HGNC Symbol;Acc:HGNC:16173]	protein_coding	-9999	 2.712517	3.032e+00	 8.165e-02	0
ENSG00000077585	GPR137B	G protein-coupled receptor 137B [Source:HGNC Symbol;Acc:HGNC:11862]	protein_coding	9999	 4.064232	3.031e+00	 8.169e-02	0
ENSG00000116906	GNPAT	glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:4416]	protein_coding	9999	 5.138319	3.028e+00	 8.186e-02	0
ENSG00000205250	E2F4	E2F transcription factor 4, p107/p130-binding [Source:HGNC Symbol;Acc:HGNC:3118]	protein_coding	-9999	 5.797380	3.025e+00	 8.200e-02	0
ENSG00000124702	KLHDC3	kelch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20704]	protein_coding	-9999	 6.627957	3.024e+00	 8.206e-02	0
ENSG00000253683	CTB-79E8.3		processed_pseudogene	-9999	-0.946912	3.024e+00	 8.206e-02	0
ENSG00000087157	PGS1	phosphatidylglycerophosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:30029]	protein_coding	9999	 5.099687	3.022e+00	 8.214e-02	0
ENSG00000134851	TMEM165	transmembrane protein 165 [Source:HGNC Symbol;Acc:HGNC:30760]	protein_coding	-9999	 6.460151	3.021e+00	 8.220e-02	0
ENSG00000122406	RPL5	ribosomal protein L5 [Source:HGNC Symbol;Acc:HGNC:10360]	protein_coding	9999	 9.450200	3.020e+00	 8.224e-02	0
ENSG00000115484	CCT4	chaperonin containing TCP1, subunit 4 (delta) [Source:HGNC Symbol;Acc:HGNC:1617]	protein_coding	9999	 6.837788	3.019e+00	 8.229e-02	0
ENSG00000005801	ZNF195	zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]	protein_coding	9999	 3.303703	3.018e+00	 8.237e-02	0
ENSG00000160602	NEK8	NIMA-related kinase 8 [Source:HGNC Symbol;Acc:HGNC:13387]	protein_coding	-9999	 2.838007	3.016e+00	 8.246e-02	0
ENSG00000251131	CTD-2035E11.3		antisense	9999	-1.284441	3.014e+00	 8.252e-02	0
ENSG00000140395	WDR61	WD repeat domain 61 [Source:HGNC Symbol;Acc:HGNC:30300]	protein_coding	9999	 5.017236	3.013e+00	 8.261e-02	0
ENSG00000172663	TMEM134	transmembrane protein 134 [Source:HGNC Symbol;Acc:HGNC:26142]	protein_coding	-9999	 4.221480	3.011e+00	 8.270e-02	0
ENSG00000232818	RPS2P32	ribosomal protein S2 pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:30518]	processed_pseudogene	9999	-1.401395	3.010e+00	 8.276e-02	0
ENSG00000245067	IGFBP7-AS1	IGFBP7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40296]	antisense	-9999	 0.862091	3.009e+00	 8.281e-02	0
ENSG00000066084	DIP2B	DIP2 disco-interacting protein 2 homolog B (Drosophila) [Source:HGNC Symbol;Acc:HGNC:29284]	protein_coding	9999	 6.205097	3.009e+00	 8.281e-02	0
ENSG00000114956	DGUOK	deoxyguanosine kinase [Source:HGNC Symbol;Acc:HGNC:2858]	protein_coding	-9999	 4.505362	3.008e+00	 8.284e-02	0
ENSG00000134871	COL4A2	collagen, type IV, alpha 2 [Source:HGNC Symbol;Acc:HGNC:2203]	protein_coding	9999	11.419160	3.006e+00	 8.295e-02	0
ENSG00000197265	GTF2E2	general transcription factor IIE, polypeptide 2, beta 34kDa [Source:HGNC Symbol;Acc:HGNC:4651]	protein_coding	-9999	 4.711659	3.003e+00	 8.310e-02	0
ENSG00000157992	KRTCAP3	keratinocyte associated protein 3 [Source:HGNC Symbol;Acc:HGNC:28943]	protein_coding	9999	 0.077090	2.998e+00	 8.337e-02	0
ENSG00000078070	MCCC1	methylcrotonoyl-CoA carboxylase 1 (alpha) [Source:HGNC Symbol;Acc:HGNC:6936]	protein_coding	9999	 4.702634	2.997e+00	 8.341e-02	0
ENSG00000137070	IL11RA	interleukin 11 receptor, alpha [Source:HGNC Symbol;Acc:HGNC:5967]	protein_coding	9999	 3.935599	2.997e+00	 8.344e-02	0
ENSG00000277806	RP11-15A1.8		sense_intronic	9999	-0.120999	2.996e+00	 8.347e-02	0
ENSG00000255642	PABPC1P4	poly(A) binding protein, cytoplasmic 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:8563]	processed_pseudogene	9999	 0.073249	2.995e+00	 8.354e-02	0
ENSG00000230989	HSBP1	heat shock factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5203]	protein_coding	-9999	 5.806703	2.992e+00	 8.365e-02	0
ENSG00000100239	PPP6R2	protein phosphatase 6, regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:19253]	protein_coding	-9999	 6.132914	2.992e+00	 8.369e-02	0
ENSG00000228485	GRK5-IT1	GRK5 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:49478]	sense_intronic	9999	-2.092445	2.990e+00	 8.377e-02	0
ENSG00000145040	UCN2	urocortin 2 [Source:HGNC Symbol;Acc:HGNC:18414]	protein_coding	-9999	-0.809088	2.989e+00	 8.384e-02	0
ENSG00000168938	PPIC	peptidylprolyl isomerase C (cyclophilin C) [Source:HGNC Symbol;Acc:HGNC:9256]	protein_coding	-9999	 5.372131	2.988e+00	 8.386e-02	0
ENSG00000113312	TTC1	tetratricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12391]	protein_coding	-9999	 4.924797	2.985e+00	 8.402e-02	0
ENSG00000224034	RP11-445P17.8		lincRNA	-9999	-2.305603	2.983e+00	 8.413e-02	0
ENSG00000162599	NFIA	nuclear factor I/A [Source:HGNC Symbol;Acc:HGNC:7784]	protein_coding	9999	 5.232492	2.983e+00	 8.414e-02	0
ENSG00000171469	ZNF561	zinc finger protein 561 [Source:HGNC Symbol;Acc:HGNC:28684]	protein_coding	9999	 4.700479	2.981e+00	 8.426e-02	0
ENSG00000111880	RNGTT	RNA guanylyltransferase and 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:10073]	protein_coding	9999	 3.919539	2.980e+00	 8.430e-02	0
ENSG00000146676	PURB	purine-rich element binding protein B [Source:HGNC Symbol;Acc:HGNC:9702]	protein_coding	-9999	 6.140726	2.979e+00	 8.433e-02	0
ENSG00000138757	G3BP2	GTPase activating protein (SH3 domain) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30291]	protein_coding	9999	 7.164988	2.976e+00	 8.451e-02	0
ENSG00000136238	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1) [Source:HGNC Symbol;Acc:HGNC:9801]	protein_coding	9999	 7.940704	2.973e+00	 8.464e-02	0
ENSG00000118257	NRP2	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]	protein_coding	-9999	 7.161597	2.973e+00	 8.465e-02	0
ENSG00000076242	MLH1	mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127]	protein_coding	-9999	 4.639756	2.971e+00	 8.475e-02	0
ENSG00000157764	BRAF	B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]	protein_coding	9999	 5.087460	2.967e+00	 8.497e-02	0
ENSG00000250067	YJEFN3	YjeF N-terminal domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24785]	protein_coding	9999	 2.912835	2.967e+00	 8.498e-02	0
ENSG00000166165	CKB	creatine kinase, brain [Source:HGNC Symbol;Acc:HGNC:1991]	protein_coding	9999	 4.271870	2.965e+00	 8.511e-02	0
ENSG00000126858	RHOT1	ras homolog family member T1 [Source:HGNC Symbol;Acc:HGNC:21168]	protein_coding	-9999	 4.586368	2.964e+00	 8.514e-02	0
ENSG00000260727	SLC7A5P1	solute carrier family 7 (amino acid transporter light chain, L system), member 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29458]	unprocessed_pseudogene	-9999	-0.601776	2.963e+00	 8.518e-02	0
ENSG00000235475	LINC01372	long intergenic non-protein coding RNA 1372 [Source:HGNC Symbol;Acc:HGNC:50623]	lincRNA	9999	 0.765107	2.963e+00	 8.520e-02	0
ENSG00000126870	WDR60	WD repeat domain 60 [Source:HGNC Symbol;Acc:HGNC:21862]	protein_coding	9999	 4.560765	2.962e+00	 8.522e-02	0
ENSG00000010278	CD9	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]	protein_coding	9999	 4.813024	2.959e+00	 8.541e-02	0
ENSG00000265195	MIR4312	microRNA 4312 [Source:HGNC Symbol;Acc:HGNC:38376]	miRNA	-9999	-2.779691	2.957e+00	 8.552e-02	0
ENSG00000178913	TAF7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa [Source:HGNC Symbol;Acc:HGNC:11541]	protein_coding	-9999	 5.905859	2.955e+00	 8.561e-02	0
ENSG00000259363	CTD-2054N24.2		lincRNA	-9999	 0.766311	2.955e+00	 8.561e-02	0
ENSG00000227598	RP1-167A14.2		antisense	9999	-2.306801	2.950e+00	 8.585e-02	0
ENSG00000212916	MAP10	microtubule-associated protein 10 [Source:HGNC Symbol;Acc:HGNC:29265]	protein_coding	9999	 1.288619	2.946e+00	 8.612e-02	0
ENSG00000066557	LRRC40	leucine rich repeat containing 40 [Source:HGNC Symbol;Acc:HGNC:26004]	protein_coding	-9999	 3.848632	2.943e+00	 8.626e-02	0
ENSG00000261101	RP4-545K15.5		sense_overlapping	9999	 0.419551	2.943e+00	 8.627e-02	0
ENSG00000115904	SOS1	son of sevenless homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:11187]	protein_coding	9999	 5.896265	2.943e+00	 8.627e-02	0
ENSG00000144589	STK11IP	serine/threonine kinase 11 interacting protein [Source:HGNC Symbol;Acc:HGNC:19184]	protein_coding	9999	 4.854258	2.942e+00	 8.632e-02	0
ENSG00000179950	PUF60	poly-U binding splicing factor 60KDa [Source:HGNC Symbol;Acc:HGNC:17042]	protein_coding	-9999	 6.311183	2.941e+00	 8.638e-02	0
ENSG00000066629	EML1	echinoderm microtubule associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:3330]	protein_coding	9999	 4.702821	2.936e+00	 8.661e-02	0
ENSG00000058799	YIPF1	Yip1 domain family, member 1 [Source:HGNC Symbol;Acc:HGNC:25231]	protein_coding	-9999	 3.976234	2.936e+00	 8.662e-02	0
ENSG00000198700	IPO9	importin 9 [Source:HGNC Symbol;Acc:HGNC:19425]	protein_coding	9999	 6.728188	2.936e+00	 8.663e-02	0
ENSG00000240849	TMEM189	transmembrane protein 189 [Source:HGNC Symbol;Acc:HGNC:16735]	protein_coding	9999	 5.339713	2.931e+00	 8.690e-02	0
ENSG00000229132	EIF4A1P10	eukaryotic translation initiation factor 4A1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:37930]	processed_pseudogene	9999	 1.193843	2.928e+00	 8.706e-02	0
ENSG00000180376	CCDC66	coiled-coil domain containing 66 [Source:HGNC Symbol;Acc:HGNC:27709]	protein_coding	9999	 3.681697	2.926e+00	 8.718e-02	0
ENSG00000150457	LATS2	large tumor suppressor kinase 2 [Source:HGNC Symbol;Acc:HGNC:6515]	protein_coding	-9999	 6.100423	2.925e+00	 8.720e-02	0
ENSG00000158435	CNOT11	CCR4-NOT transcription complex, subunit 11 [Source:HGNC Symbol;Acc:HGNC:25217]	protein_coding	-9999	 4.723243	2.925e+00	 8.721e-02	0
ENSG00000163507	KIAA1524	KIAA1524 [Source:HGNC Symbol;Acc:HGNC:29302]	protein_coding	-9999	 2.265183	2.924e+00	 8.728e-02	0
ENSG00000149357	LAMTOR1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:HGNC Symbol;Acc:HGNC:26068]	protein_coding	9999	 6.358141	2.919e+00	 8.754e-02	0
ENSG00000114316	USP4	ubiquitin specific peptidase 4 (proto-oncogene) [Source:HGNC Symbol;Acc:HGNC:12627]	protein_coding	-9999	 5.716332	2.919e+00	 8.756e-02	0
ENSG00000005059	CCDC109B	coiled-coil domain containing 109B [Source:HGNC Symbol;Acc:HGNC:26076]	protein_coding	9999	 3.377238	2.919e+00	 8.757e-02	0
ENSG00000276168	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	misc_RNA	9999	 7.888961	2.918e+00	 8.758e-02	0
ENSG00000271361	HTATSF1P2	HIV-1 Tat specific factor 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38586]	processed_pseudogene	9999	 2.263910	2.916e+00	 8.772e-02	0
ENSG00000276171	AC114498.1		miRNA	9999	-3.498385	2.915e+00	 8.776e-02	0
ENSG00000176390	CRLF3	cytokine receptor-like factor 3 [Source:HGNC Symbol;Acc:HGNC:17177]	protein_coding	9999	 3.254215	2.910e+00	 8.803e-02	0
ENSG00000134453	RBM17	RNA binding motif protein 17 [Source:HGNC Symbol;Acc:HGNC:16944]	protein_coding	9999	 6.142977	2.908e+00	 8.811e-02	0
ENSG00000244005	NFS1	NFS1 cysteine desulfurase [Source:HGNC Symbol;Acc:HGNC:15910]	protein_coding	9999	 4.193109	2.908e+00	 8.814e-02	0
ENSG00000135655	USP15	ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:HGNC:12613]	protein_coding	9999	 5.757566	2.903e+00	 8.841e-02	0
ENSG00000011478	QPCTL	glutaminyl-peptide cyclotransferase-like [Source:HGNC Symbol;Acc:HGNC:25952]	protein_coding	-9999	 3.493003	2.903e+00	 8.844e-02	0
ENSG00000175893	ZDHHC21	zinc finger, DHHC-type containing 21 [Source:HGNC Symbol;Acc:HGNC:20750]	protein_coding	9999	 4.526014	2.902e+00	 8.846e-02	0
ENSG00000166012	TAF1D	TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa [Source:HGNC Symbol;Acc:HGNC:28759]	protein_coding	9999	 6.171066	2.901e+00	 8.852e-02	0
ENSG00000197451	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]	protein_coding	-9999	 7.370233	2.901e+00	 8.855e-02	0
ENSG00000083812	ZNF324	zinc finger protein 324 [Source:HGNC Symbol;Acc:HGNC:14096]	protein_coding	9999	 3.709068	2.899e+00	 8.862e-02	0
ENSG00000142330	CAPN10	calpain 10 [Source:HGNC Symbol;Acc:HGNC:1477]	protein_coding	9999	 4.578430	2.898e+00	 8.867e-02	0
ENSG00000116809	ZBTB17	zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936]	protein_coding	9999	 4.499374	2.894e+00	 8.891e-02	0
ENSG00000137509	PRCP	prolylcarboxypeptidase (angiotensinase C) [Source:HGNC Symbol;Acc:HGNC:9344]	protein_coding	9999	 6.174403	2.891e+00	 8.909e-02	0
ENSG00000151135	TMEM263	transmembrane protein 263 [Source:HGNC Symbol;Acc:HGNC:28281]	protein_coding	-9999	 6.415177	2.889e+00	 8.917e-02	0
